event,call_index,j,tries,side,extra,dt
rr_cpp_ext,1,"-","-",proc,degU=10;degM=11,8.6e-05
rr_cpp,1,1,1,loop,Ratrecon1_total,0.000459
rr_map,1,1,1,loop,Maple_Ratrecon,0.000371
rr_cpp_ext,2,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,2,2,1,loop,Ratrecon1_total,0.000226
rr_map,2,2,1,loop,Maple_Ratrecon,0.00015
rr_cpp_ext,3,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,3,3,1,loop,Ratrecon1_total,0.000238
rr_map,3,3,1,loop,Maple_Ratrecon,0.000181
rr_cpp_ext,4,"-","-",proc,degU=10;degM=11,4.4e-05
rr_cpp,4,4,1,loop,Ratrecon1_total,0.000274
rr_map,4,4,1,loop,Maple_Ratrecon,0.000187
rr_cpp_ext,5,"-","-",proc,degU=10;degM=11,4.8e-05
rr_cpp,5,5,1,loop,Ratrecon1_total,0.00031
rr_map,5,5,1,loop,Maple_Ratrecon,0.000256
rr_cpp_ext,6,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,6,6,1,loop,Ratrecon1_total,0.000239
rr_map,6,6,1,loop,Maple_Ratrecon,0.000161
rr_cpp_ext,7,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,7,7,1,loop,Ratrecon1_total,0.000223
rr_map,7,7,1,loop,Maple_Ratrecon,0.000165
rr_cpp_ext,8,"-","-",proc,degU=10;degM=11,4.4e-05
rr_cpp,8,8,1,loop,Ratrecon1_total,0.000375
rr_map,8,8,1,loop,Maple_Ratrecon,0.000213
rr_cpp_ext,9,"-","-",proc,degU=10;degM=11,4.3e-05
rr_cpp,9,9,1,loop,Ratrecon1_total,0.000292
rr_map,9,9,1,loop,Maple_Ratrecon,0.000202
rr_cpp_ext,10,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,10,10,1,loop,Ratrecon1_total,0.000268
rr_map,10,10,1,loop,Maple_Ratrecon,0.000232
rr_cpp_ext,11,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,11,11,1,loop,Ratrecon1_total,0.000266
rr_map,11,11,1,loop,Maple_Ratrecon,0.000181
rr_cpp_ext,12,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,12,12,1,loop,Ratrecon1_total,0.020189
rr_map,12,12,1,loop,Maple_Ratrecon,0.000203
rr_cpp_ext,13,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,13,13,1,loop,Ratrecon1_total,0.000237
rr_map,13,13,1,loop,Maple_Ratrecon,0.000206
rr_cpp_ext,14,"-","-",proc,degU=10;degM=11,4.5e-05
rr_cpp,14,14,1,loop,Ratrecon1_total,0.000235
rr_map,14,14,1,loop,Maple_Ratrecon,0.000173
rr_cpp_ext,15,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,15,15,1,loop,Ratrecon1_total,0.000226
rr_map,15,15,1,loop,Maple_Ratrecon,0.000177
rr_cpp_ext,16,"-","-",proc,degU=10;degM=11,4.5e-05
rr_cpp,16,16,1,loop,Ratrecon1_total,0.0003
rr_map,16,16,1,loop,Maple_Ratrecon,0.000185
rr_cpp_ext,17,"-","-",proc,degU=10;degM=11,4.1e-05
rr_cpp,17,17,1,loop,Ratrecon1_total,0.00036
rr_map,17,17,1,loop,Maple_Ratrecon,0.000189
rr_cpp_ext,18,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,18,18,1,loop,Ratrecon1_total,0.000289
rr_map,18,18,1,loop,Maple_Ratrecon,0.00017
rr_cpp_ext,19,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,19,19,1,loop,Ratrecon1_total,0.000275
rr_map,19,19,1,loop,Maple_Ratrecon,0.000224
rr_cpp_ext,20,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,20,20,1,loop,Ratrecon1_total,0.000252
rr_map,20,20,1,loop,Maple_Ratrecon,0.000176
rr_cpp_ext,21,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,21,21,1,loop,Ratrecon1_total,0.00024
rr_map,21,21,1,loop,Maple_Ratrecon,0.000182
rr_cpp_ext,22,"-","-",proc,degU=10;degM=11,4.4e-05
rr_cpp,22,22,1,loop,Ratrecon1_total,0.000247
rr_map,22,22,1,loop,Maple_Ratrecon,0.000191
rr_cpp_ext,23,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,23,23,1,loop,Ratrecon1_total,0.000218
rr_map,23,23,1,loop,Maple_Ratrecon,0.000198
rr_cpp_ext,24,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,24,24,1,loop,Ratrecon1_total,0.000222
rr_map,24,24,1,loop,Maple_Ratrecon,0.000174
rr_cpp_ext,25,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,25,25,1,loop,Ratrecon1_total,0.000214
rr_map,25,25,1,loop,Maple_Ratrecon,0.000168
rr_cpp_ext,26,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,26,26,1,loop,Ratrecon1_total,0.000224
rr_map,26,26,1,loop,Maple_Ratrecon,0.000212
rr_cpp_ext,27,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,27,27,1,loop,Ratrecon1_total,0.000211
rr_map,27,27,1,loop,Maple_Ratrecon,0.000213
rr_cpp_ext,28,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,28,28,1,loop,Ratrecon1_total,0.00021
rr_map,28,28,1,loop,Maple_Ratrecon,0.000188
rr_cpp_ext,29,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,29,29,1,loop,Ratrecon1_total,0.000219
rr_map,29,29,1,loop,Maple_Ratrecon,0.000181
rr_cpp_ext,30,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,30,30,1,loop,Ratrecon1_total,0.000218
rr_map,30,30,1,loop,Maple_Ratrecon,0.001561
rr_cpp_ext,31,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,31,31,1,loop,Ratrecon1_total,0.000214
rr_map,31,31,1,loop,Maple_Ratrecon,0.000162
rr_cpp_ext,32,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,32,32,1,loop,Ratrecon1_total,0.000213
rr_map,32,32,1,loop,Maple_Ratrecon,0.000152
rr_cpp_ext,33,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,33,33,1,loop,Ratrecon1_total,0.000206
rr_map,33,33,1,loop,Maple_Ratrecon,0.000172
rr_cpp_ext,34,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,34,34,1,loop,Ratrecon1_total,0.00021
rr_map,34,34,1,loop,Maple_Ratrecon,0.000189
rr_cpp_ext,35,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,35,35,1,loop,Ratrecon1_total,0.000205
rr_map,35,35,1,loop,Maple_Ratrecon,0.000206
rr_cpp_ext,36,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,36,36,1,loop,Ratrecon1_total,0.000205
rr_map,36,36,1,loop,Maple_Ratrecon,0.000191
rr_cpp_ext,37,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,37,37,1,loop,Ratrecon1_total,0.000208
rr_map,37,37,1,loop,Maple_Ratrecon,0.000186
rr_cpp_ext,38,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,38,38,1,loop,Ratrecon1_total,0.000206
rr_map,38,38,1,loop,Maple_Ratrecon,0.000217
rr_cpp_ext,39,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,39,39,1,loop,Ratrecon1_total,0.00022
rr_map,39,39,1,loop,Maple_Ratrecon,0.000187
rr_cpp_ext,40,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,40,40,1,loop,Ratrecon1_total,0.000218
rr_map,40,40,1,loop,Maple_Ratrecon,0.000147
rr_cpp_ext,41,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,41,41,1,loop,Ratrecon1_total,0.000232
rr_map,41,41,1,loop,Maple_Ratrecon,0.000165
rr_cpp_ext,42,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,42,42,1,loop,Ratrecon1_total,0.000217
rr_map,42,42,1,loop,Maple_Ratrecon,0.000148
rr_cpp_ext,43,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,43,43,1,loop,Ratrecon1_total,0.000236
rr_map,43,43,1,loop,Maple_Ratrecon,0.000186
rr_cpp_ext,44,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,44,44,1,loop,Ratrecon1_total,0.000208
rr_map,44,44,1,loop,Maple_Ratrecon,0.000157
rr_cpp_ext,45,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,45,45,1,loop,Ratrecon1_total,0.000223
rr_map,45,45,1,loop,Maple_Ratrecon,0.000153
rr_cpp_ext,46,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,46,46,1,loop,Ratrecon1_total,0.000205
rr_map,46,46,1,loop,Maple_Ratrecon,0.000227
rr_cpp_ext,47,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,47,47,1,loop,Ratrecon1_total,0.000228
rr_map,47,47,1,loop,Maple_Ratrecon,0.00017
rr_cpp_ext,48,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,48,48,1,loop,Ratrecon1_total,0.000214
rr_map,48,48,1,loop,Maple_Ratrecon,0.000151
rr_cpp_ext,49,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,49,49,1,loop,Ratrecon1_total,0.000214
rr_map,49,49,1,loop,Maple_Ratrecon,0.000162
rr_cpp_ext,50,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,50,50,1,loop,Ratrecon1_total,0.000214
rr_map,50,50,1,loop,Maple_Ratrecon,0.000157
rr_cpp_ext,51,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,51,51,1,loop,Ratrecon1_total,0.000208
rr_map,51,51,1,loop,Maple_Ratrecon,0.000189
rr_cpp_ext,52,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,52,52,1,loop,Ratrecon1_total,0.000211
rr_map,52,52,1,loop,Maple_Ratrecon,0.000209
rr_cpp_ext,53,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,53,53,1,loop,Ratrecon1_total,0.000214
rr_map,53,53,1,loop,Maple_Ratrecon,0.00018
rr_cpp_ext,54,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,54,54,1,loop,Ratrecon1_total,0.000213
rr_map,54,54,1,loop,Maple_Ratrecon,0.000181
rr_cpp_ext,55,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,55,55,1,loop,Ratrecon1_total,0.000215
rr_map,55,55,1,loop,Maple_Ratrecon,0.000206
rr_cpp_ext,56,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,56,56,1,loop,Ratrecon1_total,0.00021
rr_map,56,56,1,loop,Maple_Ratrecon,0.000189
rr_cpp_ext,57,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,57,57,1,loop,Ratrecon1_total,0.000209
rr_map,57,57,1,loop,Maple_Ratrecon,0.000176
rr_cpp_ext,58,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,58,58,1,loop,Ratrecon1_total,0.000221
rr_map,58,58,1,loop,Maple_Ratrecon,0.000157
rr_cpp_ext,59,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,59,59,1,loop,Ratrecon1_total,0.000207
rr_map,59,59,1,loop,Maple_Ratrecon,0.000181
rr_cpp_ext,60,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,60,60,1,loop,Ratrecon1_total,0.000205
rr_map,60,60,1,loop,Maple_Ratrecon,0.00016
rr_cpp_ext,61,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,61,61,1,loop,Ratrecon1_total,0.000202
rr_map,61,61,1,loop,Maple_Ratrecon,0.000184
rr_cpp_ext,62,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,62,62,1,loop,Ratrecon1_total,0.000205
rr_map,62,62,1,loop,Maple_Ratrecon,0.000191
rr_cpp_ext,63,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,63,63,1,loop,Ratrecon1_total,0.000204
rr_map,63,63,1,loop,Maple_Ratrecon,0.000167
rr_cpp_ext,64,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,64,64,1,loop,Ratrecon1_total,0.000207
rr_map,64,64,1,loop,Maple_Ratrecon,0.00017
rr_cpp_ext,65,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,65,65,1,loop,Ratrecon1_total,0.000208
rr_map,65,65,1,loop,Maple_Ratrecon,0.000191
rr_cpp_ext,66,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,66,66,1,loop,Ratrecon1_total,0.000211
rr_map,66,66,1,loop,Maple_Ratrecon,0.000205
rr_cpp_ext,67,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,67,67,1,loop,Ratrecon1_total,0.000272
rr_map,67,67,1,loop,Maple_Ratrecon,0.000169
rr_cpp_ext,68,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,68,68,1,loop,Ratrecon1_total,0.000214
rr_map,68,68,1,loop,Maple_Ratrecon,0.000159
rr_cpp_ext,69,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,69,69,1,loop,Ratrecon1_total,0.000215
rr_map,69,69,1,loop,Maple_Ratrecon,0.000188
rr_cpp_ext,70,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,70,70,1,loop,Ratrecon1_total,0.000211
rr_map,70,70,1,loop,Maple_Ratrecon,0.000193
rr_cpp_ext,71,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,71,71,1,loop,Ratrecon1_total,0.000217
rr_map,71,71,1,loop,Maple_Ratrecon,0.000215
rr_cpp_ext,72,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,72,72,1,loop,Ratrecon1_total,0.000211
rr_map,72,72,1,loop,Maple_Ratrecon,0.000158
rr_cpp_ext,73,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,73,73,1,loop,Ratrecon1_total,0.000218
rr_map,73,73,1,loop,Maple_Ratrecon,0.000182
rr_cpp_ext,74,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,74,74,1,loop,Ratrecon1_total,0.000211
rr_map,74,74,1,loop,Maple_Ratrecon,0.000186
rr_cpp_ext,75,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,75,75,1,loop,Ratrecon1_total,0.000213
rr_map,75,75,1,loop,Maple_Ratrecon,0.000212
rr_cpp_ext,76,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,76,76,1,loop,Ratrecon1_total,0.000209
rr_map,76,76,1,loop,Maple_Ratrecon,0.00023
rr_cpp_ext,77,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,77,77,1,loop,Ratrecon1_total,0.000215
rr_map,77,77,1,loop,Maple_Ratrecon,0.00017
rr_cpp_ext,78,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,78,78,1,loop,Ratrecon1_total,0.000214
rr_map,78,78,1,loop,Maple_Ratrecon,0.000176
rr_cpp_ext,79,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,79,79,1,loop,Ratrecon1_total,0.00021
rr_map,79,79,1,loop,Maple_Ratrecon,0.000168
rr_cpp_ext,80,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,80,80,1,loop,Ratrecon1_total,0.000206
rr_map,80,80,1,loop,Maple_Ratrecon,0.000203
rr_cpp_ext,81,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,81,81,1,loop,Ratrecon1_total,0.000229
rr_map,81,81,1,loop,Maple_Ratrecon,0.00018
rr_cpp_ext,82,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,82,82,1,loop,Ratrecon1_total,0.000209
rr_map,82,82,1,loop,Maple_Ratrecon,0.000203
rr_cpp_ext,83,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,83,83,1,loop,Ratrecon1_total,0.000248
rr_map,83,83,1,loop,Maple_Ratrecon,0.00018
rr_cpp_ext,84,"-","-",proc,degU=10;degM=11,3.4e-05
rr_cpp,84,84,1,loop,Ratrecon1_total,0.000216
rr_map,84,84,1,loop,Maple_Ratrecon,0.000193
rr_cpp_ext,85,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,85,85,1,loop,Ratrecon1_total,0.000215
rr_map,85,85,1,loop,Maple_Ratrecon,0.000164
rr_cpp_ext,86,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,86,86,1,loop,Ratrecon1_total,0.000225
rr_map,86,86,1,loop,Maple_Ratrecon,0.000214
rr_cpp_ext,87,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,87,87,1,loop,Ratrecon1_total,0.000213
rr_map,87,87,1,loop,Maple_Ratrecon,0.000205
rr_cpp_ext,88,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,88,88,1,loop,Ratrecon1_total,0.000217
rr_map,88,88,1,loop,Maple_Ratrecon,0.000184
rr_cpp_ext,89,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,89,89,1,loop,Ratrecon1_total,0.00023
rr_map,89,89,1,loop,Maple_Ratrecon,0.000171
rr_cpp_ext,90,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,90,90,1,loop,Ratrecon1_total,0.000234
rr_map,90,90,1,loop,Maple_Ratrecon,0.000187
rr_cpp_ext,91,"-","-",proc,degU=10;degM=11,3.2e-05
rr_cpp,91,91,1,loop,Ratrecon1_total,0.000211
rr_map,91,91,1,loop,Maple_Ratrecon,0.000207
rr_cpp_ext,92,"-","-",proc,degU=10;degM=11,3.3e-05
rr_cpp,92,92,1,loop,Ratrecon1_total,0.000226
rr_map,92,92,1,loop,Maple_Ratrecon,0.000219
rr_cpp_ext,93,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,93,93,1,loop,Ratrecon1_total,0.000278
rr_map,93,93,1,loop,Maple_Ratrecon,0.000205
rr_cpp_ext,94,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,94,94,1,loop,Ratrecon1_total,0.000265
rr_map,94,94,1,loop,Maple_Ratrecon,0.00021
rr_cpp_ext,95,"-","-",proc,degU=10;degM=11,4.6e-05
rr_cpp,95,95,1,loop,Ratrecon1_total,0.000257
rr_map,95,95,1,loop,Maple_Ratrecon,0.000199
rr_cpp_ext,96,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,96,96,1,loop,Ratrecon1_total,0.000232
rr_map,96,96,1,loop,Maple_Ratrecon,0.000178
rr_cpp_ext,97,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,97,97,1,loop,Ratrecon1_total,0.000275
rr_map,97,97,1,loop,Maple_Ratrecon,0.000177
rr_cpp_ext,98,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,98,98,1,loop,Ratrecon1_total,0.000236
rr_map,98,98,1,loop,Maple_Ratrecon,0.000165
rr_cpp_ext,99,"-","-",proc,degU=10;degM=11,6.3e-05
rr_cpp,99,99,1,loop,Ratrecon1_total,0.000253
rr_map,99,99,1,loop,Maple_Ratrecon,0.000193
rr_cpp_ext,100,"-","-",proc,degU=10;degM=11,3.7e-05
rr_cpp,100,100,1,loop,Ratrecon1_total,0.000219
rr_map,100,100,1,loop,Maple_Ratrecon,0.000159
rr_cpp_ext,101,"-","-",proc,degU=10;degM=11,3.5e-05
rr_cpp,101,101,1,loop,Ratrecon1_total,0.000252
rr_map,101,101,1,loop,Maple_Ratrecon,0.000174
rr_cpp_ext,102,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,102,102,1,loop,Ratrecon1_total,0.000242
rr_map,102,102,1,loop,Maple_Ratrecon,0.000162
rr_cpp_ext,103,"-","-",proc,degU=10;degM=11,4.5e-05
rr_cpp,103,103,1,loop,Ratrecon1_total,0.000255
rr_map,103,103,1,loop,Maple_Ratrecon,0.000168
rr_cpp_ext,104,"-","-",proc,degU=10;degM=11,3.6e-05
rr_cpp,104,104,1,loop,Ratrecon1_total,0.000253
rr_map,104,104,1,loop,Maple_Ratrecon,0.000193
rr_cpp_ext,105,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,105,105,1,loop,Ratrecon1_total,0.000234
rr_map,105,105,1,loop,Maple_Ratrecon,0.000156
rr_cpp_ext,106,"-","-",proc,degU=10;degM=11,3.8e-05
rr_cpp,106,106,1,loop,Ratrecon1_total,0.000242
rr_map,106,106,1,loop,Maple_Ratrecon,0.000174
rr_cpp_ext,107,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,107,107,1,loop,Ratrecon1_total,0.000251
rr_map,107,107,1,loop,Maple_Ratrecon,0.000164
rr_cpp_ext,108,"-","-",proc,degU=10;degM=11,4.9e-05
rr_cpp,108,108,1,loop,Ratrecon1_total,0.000276
rr_map,108,108,1,loop,Maple_Ratrecon,0.000188
rr_cpp_ext,109,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,109,109,1,loop,Ratrecon1_total,0.000273
rr_map,109,109,1,loop,Maple_Ratrecon,0.000169
rr_cpp_ext,110,"-","-",proc,degU=10;degM=11,4.3e-05
rr_cpp,110,110,1,loop,Ratrecon1_total,0.000737
rr_map,110,110,1,loop,Maple_Ratrecon,0.000158
rr_cpp_ext,111,"-","-",proc,degU=10;degM=11,5e-05
rr_cpp,111,111,1,loop,Ratrecon1_total,0.000257
rr_map,111,111,1,loop,Maple_Ratrecon,0.000158
rr_cpp_ext,112,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,112,112,1,loop,Ratrecon1_total,0.00023
rr_map,112,112,1,loop,Maple_Ratrecon,0.00016
rr_cpp_ext,113,"-","-",proc,degU=10;degM=11,5.7e-05
rr_cpp,113,113,1,loop,Ratrecon1_total,0.00033
rr_map,113,113,1,loop,Maple_Ratrecon,0.000191
rr_cpp_ext,114,"-","-",proc,degU=10;degM=11,4.3e-05
rr_cpp,114,114,1,loop,Ratrecon1_total,0.000248
rr_map,114,114,1,loop,Maple_Ratrecon,0.000176
rr_cpp_ext,115,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,115,115,1,loop,Ratrecon1_total,0.000255
rr_map,115,115,1,loop,Maple_Ratrecon,0.000174
rr_cpp_ext,116,"-","-",proc,degU=10;degM=11,4.3e-05
rr_cpp,116,116,1,loop,Ratrecon1_total,0.000252
rr_map,116,116,1,loop,Maple_Ratrecon,0.000156
rr_cpp_ext,117,"-","-",proc,degU=10;degM=11,5e-05
rr_cpp,117,117,1,loop,Ratrecon1_total,0.000335
rr_map,117,117,1,loop,Maple_Ratrecon,0.000193
rr_cpp_ext,118,"-","-",proc,degU=10;degM=11,6e-05
rr_cpp,118,118,1,loop,Ratrecon1_total,0.000385
rr_map,118,118,1,loop,Maple_Ratrecon,0.00021
rr_cpp_ext,119,"-","-",proc,degU=10;degM=11,5.5e-05
rr_cpp,119,119,1,loop,Ratrecon1_total,0.000299
rr_map,119,119,1,loop,Maple_Ratrecon,0.00016
rr_cpp_ext,120,"-","-",proc,degU=10;degM=11,4.4e-05
rr_cpp,120,120,1,loop,Ratrecon1_total,0.000298
rr_map,120,120,1,loop,Maple_Ratrecon,0.000155
rr_cpp_ext,121,"-","-",proc,degU=10;degM=11,4.1e-05
rr_cpp,121,121,1,loop,Ratrecon1_total,0.000251
rr_map,121,121,1,loop,Maple_Ratrecon,0.00015
rr_cpp_ext,122,"-","-",proc,degU=10;degM=11,4e-05
rr_cpp,122,122,1,loop,Ratrecon1_total,0.000244
rr_map,122,122,1,loop,Maple_Ratrecon,0.000188
rr_cpp_ext,123,"-","-",proc,degU=10;degM=11,4.9e-05
rr_cpp,123,123,1,loop,Ratrecon1_total,0.000255
rr_map,123,123,1,loop,Maple_Ratrecon,0.000179
rr_cpp_ext,124,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,124,124,1,loop,Ratrecon1_total,0.000231
rr_map,124,124,1,loop,Maple_Ratrecon,0.000182
rr_cpp_ext,125,"-","-",proc,degU=10;degM=11,3.9e-05
rr_cpp,125,125,1,loop,Ratrecon1_total,0.00024
rr_map,125,125,1,loop,Maple_Ratrecon,0.000146
rr_cpp_ext,126,"-","-",proc,degU=10;degM=11,4.2e-05
rr_cpp,126,126,1,loop,Ratrecon1_total,0.000272
rr_map,126,126,1,loop,Maple_Ratrecon,0.000154
rr_cpp_ext,127,"-","-",proc,degU=10;degM=11,4.8e-05
rr_cpp,127,127,1,loop,Ratrecon1_total,0.000257
